camp,community,community_size,mean_compound,pct_negative,active_users
denial,523,2,0.039375914999999984,0.5,2
denial,525,2,-0.40362326,0.5,2
denial,526,2,-0.33380461499999997,0.375,2
denial,527,2,0.043843929749999996,0.0,2
denial,528,2,-0.09266698500000004,0.5,2
denial,529,2,-0.17559830999999998,0.25,2
denial,530,2,0.35303882350000004,0.25,2
denial,531,2,-0.600802905,0.75,2
denial,534,2,-0.7850708083333333,1.0,2
denial,535,2,-0.26198303,0.5,2
denial,538,2,-0.42420832750000004,1.0,2
denial,539,2,-0.5883917733333333,0.6666666666666666,2
denial,540,2,-0.3174720947142857,0.42857142857142855,2
denial,541,2,-0.5431417252857142,0.7857142857142857,2
denial,542,2,-0.6197130675,0.75,2
denial,544,2,-0.019117737499999992,0.125,2
denial,545,2,-0.6512408475,0.75,2
denial,546,2,-0.17303518125,0.25,2
denial,548,2,-0.523340825,0.5,2
