in_degree,out_degree,pagerank,betweenness,eigenvector,closeness,influence_composite,author,camp,activity,mean_compound,pct_negative,n_comments
8,2,0.0001818186421592,0.0,-3.985984666353484e-13,0.1490727721327567,0.0780763196922024,@philosophicsblog,denial,2,-0.26027477,0.0,2.0
10,2,0.0002682097163338,0.0,6.216508557195544e-13,0.1414118535296338,0.0766451642248457,@Jeff··Uy,denial,2,-0.66381127,1.0,2.0
0,2,6.0871138314858285e-05,0.0,4.747658395142627e-16,0.1294730293324731,0.0628378534067605,@JellybellyWaffles,denial,2,-0.65116787,1.0,2.0
0,2,6.0871138314858285e-05,0.0,6.540049022575482e-17,0.115020879390813,0.0558237124375665,@Jellyfishlalala,denial,2,-0.77361315,1.0,2.0
6,2,0.0002163750718291,0.0,-1.589144322469059e-13,0.1299671554794837,0.0683592469955133,@samcomptonbk4583,denial,2,-0.264584225,0.5,4.0
0,2,6.0871138314858285e-05,0.0,2.244536192732275e-16,0.0,0.0,@Jensibabiiii,denial,2,0.17666197819999999,0.0,2.0
4,0,0.0001645404273243,0.0,3.6192784979162033e-13,0.0,0.0035210510956503,@Rafael112able,denial,1,0.14284346,0.0,1.0
2,2,7.38297994410458e-05,0.0,-2.533204264451195e-13,0.1247585425964164,0.0617180325026452,@JerbPa,denial,2,0.13625601,0.0,2.0
0,2,6.0871138314858285e-05,0.0,9.81086650682794e-17,0.1297540699688257,0.0629742523957972,@Jeremy64444,denial,2,0.112969205,0.0,2.0
0,2,6.0871138314858285e-05,0.0,3.086876010969579e-16,0.1233995827385527,0.0598901943559899,@JessamyneJ,denial,2,0.037388682,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-2.30320631891412e-16,0.0998826791808873,0.0484766069397042,@Jesse_359,denial,2,-0.6289796,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-5.613659203712859e-16,0.110725757187617,0.0537391372889037,@Jessica-ne5pr,denial,2,-0.009634376,0.0,2.0
8,2,0.0002682097163338,0.0,-6.586815653708948e-13,0.1245097387489197,0.0674710946351838,@falloncousins2357,denial,2,-0.17352124,0.0,2.0
0,2,6.0871138314858285e-05,0.0,2.237105285807907e-16,0.0,0.0,@Jesusiskinggloria,denial,2,-0.0652451,0.0,2.0
8,2,0.0002682097163338,4.183925226988181e-07,-1.3530007334880973e-13,0.0,0.0570421021913007,@lessacto,denial,2,0.9157093,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.802768755819519e-16,0.1459366802586811,0.0708282471495727,@JewBacca107,denial,2,0.04301174,0.0,2.0
4,2,0.0001645404273243,0.0,9.334636626139801e-14,0.1708681769803862,0.0864494378981439,@robbierobinson5798,denial,2,-0.7360376,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-2.3463959677897697e-16,0.1277335758126847,0.0619936349170266,@Jheff14All,denial,2,-0.078561604,0.0,2.0
0,4,6.0871138314858285e-05,0.0,3.6820289635071426e-17,0.0,0.0,@JimRFF,denial,4,-0.387687241,0.5,4.0
2,0,8.678846056723335e-05,0.0,2.4859731838887948e-14,0.0,0.0013656996671164,@onurakcay061,denial,1,-0.35362852,0.0,1.0
2,0,8.678846056723335e-05,0.0,2.4809659748773467e-14,0.0,0.0013656996671164,@untitled9229,denial,1,-0.370901955,0.5,2.0
0,2,6.0871138314858285e-05,0.0,-1.2357729315732727e-16,0.1096754045244276,0.0532293638865574,@JimTheBananaBoy,denial,2,-0.022600915,0.0,2.0
10,2,0.0002854879311687,0.0,-3.186078680561311e-14,0.1231831634330812,0.0680613516223944,@shayneoneill1506,denial,2,-0.704201,1.0,2.0
0,2,6.0871138314858285e-05,0.0,4.391137992997146e-16,0.0,0.0,@JimmyfromPhilly1,denial,2,-0.160241465,0.3333333333333333,3.0
4,2,0.0001386231050719,0.0,-4.8870848034309356e-14,0.1451937984496124,0.0735939254733396,@Jkmsyytttllmhgccf,denial,2,-0.70769835,1.0,2.0
0,2,6.0871138314858285e-05,0.0,2.45815786631225e-16,0.120916720464816,0.0586851732300408,@Jlweatherman77,denial,2,-0.4760188,1.0,2.0
8,2,0.0002682097163338,0.0,3.4834257504493163e-13,0.1109597156398104,0.0608947878153133,@JoNarDLoLz,denial,2,-0.90966934,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-6.861246517012661e-17,0.0,0.0,@JoanneMallette,denial,2,-0.83755777,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-2.246600684723856e-16,0.109872704874758,0.053325120744608,@Joel-tz8ct,denial,2,-0.017491281,0.0,2.0
10,2,0.0002941270385862,0.0,1.5702066673134433e-13,0.1234321112404718,0.06831378345014,@infinitum42,denial,2,-0.7978569,1.0,2.0
0,2,6.0871138314858285e-05,0.0,3.362309360542704e-16,0.1459594254097722,0.0708392861781437,@Joesolo13,denial,2,-0.69195426,1.0,2.0
0,4,6.0871138314858285e-05,0.0,-3.607426590597074e-16,0.110931238031311,0.0538388644305371,@JohanThiart,denial,4,-0.28515348,0.0,4.0
10,2,0.0002854879311687,0.0,-2.2671238433947126e-13,0.1116742189363224,0.062475652648002,@John-li2qi,denial,2,-0.5484008,1.0,2.0
0,4,6.0871138314858285e-05,0.0,-4.2753489413138212e-16,0.1340954108297735,0.0650812590983939,@JohnBaleshiski,denial,4,-0.046987959999999995,0.0,4.0
6,2,0.0001468516882922,0.0,-4.670470640331413e-13,0.1497840806099056,0.0769179806838113,@Madzguy007,denial,2,-0.66185963,1.0,2.0
0,2,6.0871138314858285e-05,0.0,1.5277084960148472e-17,0.1213869086195722,0.0589133722186217,@JohnBrown-gn1zz,denial,2,-0.373921035,0.5,2.0
0,2,6.0871138314858285e-05,0.0,-4.721987487514586e-17,0.120916720464816,0.0586851732300408,@JohnCatto,denial,2,-0.5952196,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-1.2438044141272712e-16,0.1429770992366412,0.0693918575063613,@JohnDJ08,denial,2,-0.75926656,1.0,2.0
0,8,6.0871138314858285e-05,0.0,-1.994555895028189e-16,0.1109575245354554,0.053851622203353,@JohnSmith-ds7oi,denial,10,-0.66998383,0.7,10.0
6,2,0.0001386231050719,4.183925226988181e-07,2.0234092344835882e-13,0.1247696236260686,0.1146522227939551,@federicomedinauy,denial,2,-0.7149158,1.0,2.0
4,2,9.974712169342088e-05,0.0,1.515780103936045e-13,0.1247640828651997,0.0630864210587097,@klesus,denial,2,-0.57836265,0.5,4.0
8,2,0.0001904577495767,4.183925226988181e-07,-1.9823800159999654e-13,0.1247751648790886,0.1164154377084134,@laletemanolete,denial,2,-0.56974363,1.0,2.0
2,2,7.38297994410458e-05,0.0,-1.3427326406985656e-13,0.1247585425964164,0.0617180325026452,@musickid43,denial,2,-0.870033,1.0,2.0
0,2,6.0871138314858285e-05,0.0,2.501172534973999e-16,0.120043582293625,0.0582614083062724,@JohnSmith-ns6dp,denial,2,0.27077898,0.0,2.0
10,2,0.0003200443608386,4.183925226988181e-07,-4.3352786920151334e-13,0.1109640981081401,0.1126574403304604,@JohnSmith-qq7fm,denial,2,-0.5065088,1.0,2.0
0,2,6.0871138314858285e-05,0.0,6.225053137052248e-17,0.0,0.0,@JohnThomasManstis,denial,2,0.56796062,0.0,2.0
2,0,0.0001127057828196,0.0,4.2020968032106926e-14,0.0,0.0017605255478251,Answers in Genesis,denial,0,0.0,,
0,2,6.0871138314858285e-05,0.0,-9.39618829887323e-17,0.1355903573755459,0.0658068096812335,@JohnWalshny,denial,2,0.063900165,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.054373495159204e-16,0.1132862903225806,0.0549818548387096,@John_Wick_29,denial,2,0.7570329,0.0,2.0
10,2,0.0002422923940814,0.0,-1.9969506284125022e-13,0.1277568096039288,0.0696230611969952,@jph2455,denial,2,-0.8552301,1.0,2.0
10,2,0.0002941270385862,4.183925226988181e-07,5.93707545965188e-13,0.1574037761219116,0.1348014373562042,@Johnny-fw9xj,denial,2,-0.61836994,1.0,2.0
0,4,6.0871138314858285e-05,0.0,2.923206742822525e-16,0.1343840432401406,0.065221342644632,@JohnnyAngel8,denial,4,-0.15646908999999998,0.5,4.0
8,2,0.0002077359644116,0.0,5.057851815167565e-13,0.1551995580720895,0.0814446920999007,@darthgrif6543,denial,2,0.95490885,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.912884913456403e-16,0.0998720273008424,0.0484714372045074,@JohnnyBGood-cv1bg,denial,2,0.95234746,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.97506428892656e-16,0.1238947809406213,0.0601305316076114,@Johnvisor,denial,2,-0.34615648,0.0,2.0
10,2,0.0002941270385862,0.0,-2.1875722963652538e-13,0.1414118535296338,0.0770399901055544,@fivespeed3026,denial,2,0.037066072,0.0,2.0
6,2,0.0002163750718291,0.0,-7.59408096407554e-14,0.0879480356863358,0.0479658777860643,@Joker-nf7sk,denial,2,0.9174137,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-5.32149588305572e-17,0.1508983000778795,0.0732362972312484,@JonStinky,denial,2,-0.8734125,1.0,2.0
4,12,0.0001299839976545,0.0,3.128808627093859e-13,0.1777096049843448,0.0892433910590846,@peternagel-er7ly,denial,12,-0.25673882249999996,0.5,12.0
0,2,6.0871138314858285e-05,0.0,5.365126436849552e-16,0.0,0.0,@JonathanLoganPDX,denial,2,-0.31334502000000003,0.5,2.0
4,0,0.0001645404273243,0.0,4.2562699235272045e-13,0.0,0.0035210510956503,@CoopAssembly,denial,1,0.051113542,0.0,1.0
0,2,6.0871138314858285e-05,0.0,2.657966099742696e-16,0.1459291001168679,0.0708245682378911,@Jonny_Noname,denial,2,0.3468222,0.0,2.0
2,2,0.0001127057828196,0.0,1.7906606607732677e-13,0.1708577857512087,0.0846838691182329,@downbad4urdad,denial,2,0.981239,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.662311373683299e-16,0.1480398355991147,0.0718489830329855,@Joseph-vt5um,denial,3,-0.20067944999999998,0.0,3.0
8,2,0.0001235162167002,0.0,-4.096324866193366e-13,0.1737584266188385,0.0891689611041781,@jeffxanders3990,denial,2,-0.5509558,1.0,2.0
0,2,6.0871138314858285e-05,0.0,3.180021550866322e-16,0.1201462538487855,0.0583112384536435,@JosephOlson-ld2td,denial,2,-0.0825286465,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.4751908963861744e-16,0.1150302980674746,0.0558282836554209,@Josh-c5k8q,denial,2,-0.68594897,1.0,2.0
0,2,6.0871138314858285e-05,0.0,1.4084077396020034e-16,0.0998684771790132,0.0484697142044646,@JoshBeck-z5m,denial,2,0.16660061,0.0,2.0
0,2,6.0871138314858285e-05,0.0,1.242050823467222e-16,0.1244876708686886,0.0604182821188825,@JoshMeansToMock,denial,2,-0.9151115,1.0,2.0
0,2,6.0871138314858285e-05,0.0,7.319808041524137e-17,0.1299491211840888,0.0630689176688251,@Joshua.Edwards,denial,2,-0.5200916,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-1.9125354091940472e-16,0.133199004385445,0.0646462012563707,@JoshuaTootell,denial,2,-0.0663081,0.0,2.0
10,2,0.0002682097163338,0.0,3.848382452024886e-13,0.1536631388957256,0.0825911475531727,@danielsutter2152,denial,2,-0.8611538,1.0,2.0
0,2,6.0871138314858285e-05,0.0,3.946274656762899e-16,0.1233995827385527,0.0598901943559899,@JoyEze-g9p,denial,2,0.9516669,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-2.921842272841869e-16,0.1267996569932752,0.0615403709888522,@JoyandSerenity.,denial,2,-0.6542505,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.249368671716951e-16,0.1459518429050105,0.0708356061196394,@Jozeemoss,denial,2,-0.7634992,1.0,2.0
0,2,6.0871138314858285e-05,0.0,5.318372148434488e-16,0.1184943061999156,0.0575094896668072,@Jrandlehasnohandles,denial,2,-0.6300457,1.0,2.0
2,2,0.0001127057828196,0.0,3.5911278164581124e-13,0.1344194057700588,0.0669990308824981,@user-jq5wb3gn6x,denial,2,-0.2661716,0.0,2.0
2,2,6.26898977711653e-05,0.0,-7.726206106403451e-15,0.1631580475623566,0.0801849683915259,@Jtoll0009,denial,2,0.9785664,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.626881890440463e-16,0.129718124523859,0.0629568067964078,@Juantjw,denial,2,-0.898817,1.0,2.0
4,3,0.0001645404273243,0.0,3.8200587807142753e-13,0.0,0.0035210510956503,@JulieMalone-oy1ll,denial,3,-0.48806817,0.6666666666666666,3.0
12,0,0.0004089347787488,0.0,-1.823361883488663e-12,0.0,0.0111276629314154,The Mike Graham Show - The Home of Common Sense,denial,0,0.0,,
0,2,6.0871138314858285e-05,0.0,5.675919439792434e-16,0.12947899624398,0.0628407493605548,@Jumptohistory,denial,2,-0.47566062,1.0,2.0
8,2,0.0001933374520492,0.0,1.3701002219196711e-14,0.1487334233304216,0.0780870998512892,@industrialcentre,denial,2,-0.5401236,1.0,2.0
0,2,6.0871138314858285e-05,0.0,3.145207655027083e-16,0.1096754045244276,0.0532293638865574,@JustAnotherRandomPersonOnline,denial,2,0.30819112,0.0,2.0
0,8,6.0871138314858285e-05,0.0,1.3646828990578786e-16,0.1230159598922871,0.0597040085819996,@JustMeAP1,denial,15,-0.622580102,0.8,15.0
8,2,0.0002034164107029,0.0,-3.3005211843185313e-13,0.1402540997928263,0.0741253267838903,@Smirch72,denial,2,-0.8350534,1.0,2.0
8,2,0.0001515817661981,0.0,6.162905807323524e-13,0.1358000821712545,0.0711739822914196,@dylaninnes8541,denial,3,-0.450839108,0.4,5.0
0,4,6.0871138314858285e-05,0.0,-4.952440221412167e-16,0.1150161706308593,0.0558214271093462,@JustUsFlyers,denial,4,-0.5233893000000001,0.5,4.0
8,2,0.0001645404273243,0.0,-1.2419095813755952e-12,0.1299611434915348,0.0685375511895131,@LandoCalrissiano,denial,2,-0.8737,1.0,2.0
2,2,0.0001127057828196,0.0,9.466125105461469e-16,0.1344194057700588,0.0669990308824981,@Justathought81,denial,2,-0.46739367,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-5.543734247044479e-16,0.1157077550348008,0.056157077550348,@Justin-tg7xn,denial,2,-0.62180895,1.0,2.0
8,2,0.0002422923940814,0.0,1.0667722033369219e-13,0.1308448211624441,0.0701509089484459,@dopermine2020,denial,2,-0.8642449,1.0,2.0
0,2,6.0871138314858285e-05,0.0,1.1272922325365042e-16,0.1200333247885157,0.05825642997522,@KCJbomberFTW,denial,2,-0.19010654,0.0,2.0
0,4,6.0871138314858285e-05,0.0,-4.588671244708176e-16,0.1166881255970428,0.0566328861569132,@KD-cg9iq,denial,4,-0.44797758,0.5,4.0
8,0,0.0002589119826679,0.0,4.0480420751520645e-07,0.1052089574595566,0.0579620987225274,CDN,denial,0,0.0,,
0,2,6.0871138314858285e-05,0.0,3.223524559513033e-16,0.115020879390813,0.0558237124375665,@KGaijin1,denial,2,0.035786465,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.629628366323208e-16,0.1132862903225806,0.0549818548387096,@KJJK-o8g,denial,2,-0.9078261,1.0,2.0
4,2,0.0001645404273243,0.0,-4.3035540018318564e-13,0.0879452826644963,0.0462040160990936,@KPsTboy,denial,2,-0.47174612,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.3393980815973807e-16,0.1297241140482511,0.0629597137250375,@KSPDS,denial,2,-0.3950265,0.0,2.0
10,2,0.0003200443608386,0.0,-1.1346663861901205e-12,0.1490569541342812,0.0811452544733487,@Mevlinous,denial,3,-0.5629726966666666,0.6666666666666666,3.0
0,2,6.0871138314858285e-05,0.0,2.3852193033826836e-16,0.1486940644102781,0.0721665034798486,@KamiNoRanger99,denial,2,-0.08569026,0.0,2.0
0,2,6.0871138314858285e-05,0.0,3.672143074048667e-16,0.0,0.0,@Kanika-p3d,denial,2,0.0383019,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.25678897420611e-16,0.1096668423209789,0.0532252083455315,@Karmadillo-qh3jv,denial,2,0.05509329,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.02032615214428e-16,0.109859815824975,0.0533188652315873,@KasparrTV,denial,2,0.95766914,0.0,2.0
6,2,0.0002163750718291,4.183925226988181e-07,2.0244680706631837e-13,0.123415844846142,0.1151796635770783,@RonanGallagherBand,denial,2,-0.15621554333333335,0.3333333333333333,6.0
0,2,6.0871138314858285e-05,0.0,-4.841043988735109e-16,0.1536295283663704,0.0745618591934381,@Kat_no_uta,denial,2,0.9454685,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.548163610520178e-16,0.1307504363001745,0.063457824316463,@KateeAngel,denial,2,-0.16963963,0.0,2.0
0,2,6.0871138314858285e-05,0.0,2.9296871318926533e-16,0.0998791283017526,0.0484748835721141,@Kayden8995,denial,2,-0.7187087,1.0,2.0
8,2,0.0002682097163338,4.183925226988181e-07,4.988849592140886e-13,0.1109597156398104,0.1108947878153133,@sebs247,denial,2,-0.92743754,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-9.716734165721076e-17,0.0,0.0,@KdawgCrazyOutdoors,denial,2,-0.151864435,0.0,2.0
2,0,0.0001127057828196,0.0,-6.56101820473155e-14,0.0,0.0017605255478251,@parnellitube,denial,1,-0.28990692,0.0,1.0
0,2,6.0871138314858285e-05,0.0,-2.3476292999507377e-16,0.1282203409168701,0.0622298792871323,@Keepyourheadupalways,denial,2,0.102322996,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-2.922001432778879e-16,0.0,0.0,@KellyPashade,denial,2,-0.51781684,1.0,2.0
2,0,0.0001127057828196,0.0,-1.977441092793348e-13,0.0,0.0017605255478251,@melcostabile37,denial,0,0.0,,
0,2,6.0871138314858285e-05,0.0,3.715621932715855e-16,0.1096754045244276,0.0532293638865574,@Ken-wj5js,denial,2,-0.5910884,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-1.4191358075705474e-16,0.1098641118388894,0.0533209502395151,@Kenbark42,denial,2,-0.38438576,0.0,2.0
8,2,0.0002682097163338,0.0,-5.679898123202546e-13,0.123421266501197,0.0669428204464021,@SanguineMaelstrom,denial,2,-0.50210594,0.5,4.0
0,2,6.0871138314858285e-05,0.0,4.690518303865919e-16,0.1467140134207159,0.0712055145042951,@Keplerc-ir7fu,denial,2,0.28341162,0.0,2.0
8,2,0.0002163750718291,0.0,5.532224672272663e-13,0.1719347633181359,0.0896984894127785,@sakthisd5565,denial,2,0.1629061,0.0,2.0
0,2,6.0871138314858285e-05,0.0,3.2983367004850164e-16,0.109671123255587,0.053227286034937,@KermitTheFudge,denial,2,-0.69746333,1.0,2.0
8,2,0.0002682097163338,0.0,3.156842122896526e-13,0.1231777626761952,0.066824639403305,@depressedpotato6527,denial,2,-0.8065154,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.498033807085165e-17,0.1179396763427995,0.0572403081250131,@Kgio-2112,denial,2,-0.12530065,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-1.68833120394282e-16,0.0,0.0,@Khajiidaro,denial,2,-0.08356595,0.5,2.0
2,0,0.0001127057828196,0.0,-1.1404629419816398e-13,0.0,0.0017605255478251,@legoboy-ox2kx,denial,1,-0.01824218,0.0,1.0
0,2,6.0871138314858285e-05,0.0,2.2818719835285663e-16,0.1308204507357049,0.0634918048053641,@Ki1aGam3z,denial,2,0.9149356,0.0,2.0
10,2,0.0002163750718291,4.183925226988181e-07,-6.680072088507663e-13,0.0879480356863358,0.0999076253588799,@Kickex,denial,2,0.3121567,0.0,2.0
0,10,6.0871138314858285e-05,0.0,-2.1615230659186343e-16,0.1344547869158431,0.065255677059654,@KidHorn7001,denial,10,-0.06722347,0.2,10.0
10,2,0.0002526593229824,0.0,-1.436897071959735e-13,0.1552081319227688,0.0831040919400437,@PromorteD,denial,2,-0.372222,0.0,2.0
8,2,0.00022674200073,4.183925226988181e-07,-1.4453381208487147e-14,0.1551995580720895,0.1317342310790871,@daycreek,denial,2,0.16250922,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-1.1428760903652635e-16,0.1331800620985518,0.0646370078926785,@Kiddflash02,denial,2,-0.010499999,0.0,2.0
2,2,0.0001127057828196,0.0,-7.690228679481342e-14,0.1536379296202116,0.076326462167736,@Virtuasamsara,denial,2,0.17986627,0.0,2.0
0,4,6.0871138314858285e-05,0.0,-9.578011680981304e-17,0.1459442611880211,0.070831926443469,@Killbayne,denial,4,-0.09254942699999999,0.0,4.0
0,3,6.0871138314858285e-05,0.0,-3.7992137022740273e-16,0.0,0.0,@KingLoop13,denial,3,-0.3901244666666666,0.6666666666666666,3.0
3,0,0.0001127057828196,0.0,-3.8443150504153433e-13,0.0,0.002245962441029,@riddell74,denial,1,-0.48323404,0.6666666666666666,3.0
0,2,6.0871138314858285e-05,0.0,7.659696222913133e-17,0.1096754045244276,0.0532293638865574,@KingNezbitt,denial,2,-0.8980197,1.0,2.0
0,2,6.0871138314858285e-05,0.0,2.0718432535669096e-16,0.0,0.0,@KingOfMadCows,denial,2,-0.7702841,1.0,2.0
0,2,6.0871138314858285e-05,0.0,3.3775047737121425e-16,0.1031918019540145,0.0500826415925953,@Kintabl,denial,3,-0.4307551733333333,0.3333333333333333,3.0
10,0,0.0003237571778896,0.0,9.859724006296093e-13,0.1150632755866814,0.0647034778088809,@coltenpfeffer4730,denial,0,0.0,,
0,2,6.0871138314858285e-05,0.0,4.912264759970395e-16,0.133199004385445,0.0646462012563707,@KirkMarch,denial,2,-0.20547886,0.0,2.0
0,4,6.0871138314858285e-05,0.0,5.107779120330874e-16,0.1351663419210507,0.0656010199417863,@Kirkyjo,denial,4,0.415285145,0.0,4.0
4,2,0.0001386231050719,0.0,5.088873382026081e-13,0.1358000821712545,0.0690348217782497,@lorangajapp8086,denial,2,-0.81849664,1.0,2.0
10,2,0.0001645404273243,0.0,1.2154021069251878e-12,0.1562699891537113,0.0822770409227658,@silascz3535,denial,2,-0.026349261,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-7.917092807875487e-17,0.0,0.0,@Kishan.1,denial,2,-0.5622805,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.845082668470901e-16,0.1490174238205107,0.0723234412708515,@Kitson6-9,denial,2,-0.83587754,1.0,2.0
0,4,6.0871138314858285e-05,0.0,1.413098891843259e-16,0.1254185081023168,0.0608700504441766,@Kiyarose3999,denial,4,-0.297853745,0.5,4.0
0,2,6.0871138314858285e-05,0.0,1.5622678442687632e-16,0.1157077550348008,0.056157077550348,@Klaatu2Too,denial,2,-0.19855136,0.0,2.0
8,2,0.0002682097163338,0.0,8.431389434661148e-13,0.1308448211624441,0.0705457348291546,@abdulmatheen9823,denial,2,0.768265,0.0,2.0
0,2,6.0871138314858285e-05,0.0,1.2353765160923918e-16,0.0998791283017526,0.0484748835721141,@Kleidus,denial,2,-0.2787825,1.0,2.0
0,4,6.0871138314858285e-05,0.0,-2.4957636965033954e-16,0.1476624707644601,0.0716658344939952,@Klimafutzi,denial,4,-0.301629805,0.5,4.0
0,2,6.0871138314858285e-05,0.0,5.514474056446382e-16,0.0,0.0,@Kluck0816,denial,2,-0.253727877,0.5,2.0
2,0,0.0001127057828196,0.0,3.728027784219717e-13,0.0,0.0017605255478251,@fireballxl5768,denial,2,-0.293692525,0.0,2.0
0,2,6.0871138314858285e-05,0.0,2.270339013437237e-17,0.113281722511189,0.0549796379178258,@Kluddmanbull,denial,2,-0.8365016,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-4.947384963206546e-16,0.0,0.0,@KlutchKargo,denial,2,-0.61275062,0.5,2.0
2,0,0.0001127057828196,0.0,-3.3456805734288714e-13,0.0,0.0017605255478251,@benjamingrimes3304,denial,1,-0.106505536,0.0,1.0
0,2,6.0871138314858285e-05,0.0,-5.118228206375545e-16,0.1195811785737087,0.0580369873800251,@Kommander_Rahnn,denial,2,-0.054244943,0.0,2.0
0,2,6.0871138314858285e-05,0.0,3.7837553022813726e-16,0.0998826791808873,0.0484766069397042,@Kossimer,denial,2,-0.63906693,1.0,2.0
10,2,0.0003200443608386,0.0,6.62565324173803e-13,0.1109640981081401,0.0626574403304604,@evilcanofdrpepper,denial,2,-0.89879507,1.0,2.0
0,4,6.0871138314858285e-05,0.0,4.600495276716584e-16,0.1096668423209789,0.0532252083455315,@Kosteece,denial,4,-0.67799045,1.0,4.0
8,2,0.0002163750718291,4.183925226988181e-07,6.774949859504175e-13,0.1231723623928626,0.1160323666928439,@Synrune,denial,2,0.5140169,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-5.490070984026082e-16,0.0998826791808873,0.0484766069397042,@Kowen959,denial,2,-0.82136,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-6.096372899993865e-17,0.1459442611880211,0.070831926443469,@Krawna,denial,2,-0.5595374,1.0,2.0
6,2,0.0002163750718291,0.0,-2.859032650821626e-13,0.1708785694735881,0.0882150072915307,@phillipmiddleton9335,denial,2,-0.51331615,1.0,2.0
0,4,6.0871138314858285e-05,0.0,4.687513534571539e-16,0.1238893176055561,0.0601278800573255,@Kreeckshow,denial,4,-0.532963865,0.5,4.0
0,2,6.0871138314858285e-05,0.0,-2.1164040736555324e-17,0.1107170302063013,0.0537349017753344,@Kristina-sr6el,denial,2,-0.79645675,1.0,2.0
4,2,0.0001645404273243,4.183925226988181e-07,6.293683412466954e-14,0.1244987038308997,0.1139446879024214,@bradlytshigeng7350,denial,2,-0.3743092,0.0,2.0
0,4,6.0871138314858285e-05,0.0,6.238732425523176e-17,0.1459442611880211,0.070831926443469,@Krranski,denial,4,-0.5692218,0.5,4.0
0,2,6.0871138314858285e-05,0.0,2.37996890022241e-16,0.0,0.0,@KryptoKn8,denial,2,-0.050234893749999995,0.0,2.0
4,0,0.0001645404273243,0.0,4.020206019414047e-13,0.0,0.0035210510956503,@ColburnClark,denial,1,-0.1110004085,0.0,2.0
6,2,0.0001904577495767,0.0,-4.134381923169036e-13,0.1413976194670223,0.0735120307144515,@Kucing_Gede,denial,2,0.40228269,0.0,2.0
0,2,6.0871138314858285e-05,0.0,2.480266022048787e-17,0.0,0.0,@KumarParas45,denial,2,-0.25303733,0.0,2.0
6,2,0.0002163750718291,0.0,-1.7717602295722253e-13,0.0,0.0052815766434755,@narutokun6667,denial,2,0.27683216,0.0,2.0
0,2,6.0871138314858285e-05,0.0,4.3800851678339915e-17,0.1294551318972468,0.062829167146642,@Kunumbah1,denial,2,-0.56878614,1.0,2.0
2,2,0.0001127057828196,4.183925226988181e-07,3.0134557912118087e-14,0.1487019345277476,0.1239308486748265,@winterdoyle3114,denial,2,-0.1679312,0.0,2.0
0,2,6.0871138314858285e-05,0.0,-5.003025834981047e-16,0.1132862903225806,0.0549818548387096,@Kurisu1210,denial,2,-0.48056284,1.0,2.0
0,2,6.0871138314858285e-05,0.0,-3.0292400130456607e-16,0.0,0.0,@KushChaudhary-pw,denial,2,-0.08667712,0.0,2.0
8,4,0.0002682097163338,0.0,-7.124050525576356e-14,0.0,0.0070421021913007,@PremKumarsahni-d8u,denial,4,-0.4714393335,0.5,4.0
0,2,6.0871138314858285e-05,0.0,-2.5363257277601258e-17,0.1359347784013934,0.0659739694213276,@Kvill13,denial,3,-0.2724323066666666,0.6666666666666666,3.0
0,2,6.0871138314858285e-05,0.0,-2.461073050587761e-16,0.1238947809406213,0.0601305316076114,@KylesCorner2,denial,2,-0.68579763,1.0,2.0
0,2,6.0871138314858285e-05,0.0,3.906809479095941e-16,0.1165961155378486,0.0565882304116865,@LC-jq7vn,denial,2,-0.9163625,1.0,2.0
8,2,0.0001990968569941,0.0,7.037072039489042e-13,0.1319819608211584,0.0700447600234491,@daveg5045,denial,2,-0.64840764,1.0,2.0
2,2,0.0001127057828196,0.0,1.6953527855151884e-13,0.1551738422026456,0.0770718950211896,@LD_Ark,denial,2,-0.78402424,1.0,2.0
