author,science_comments,denial_comments,total_comments,sci_ratio,bridge_type,mean_compound,n_comments
@carlpodrecca5177,2,1,3,0.6666666666666666,balanced,-0.8004326749999999,3
@DrScopey2,1,2,3,0.3333333333333333,balanced,-0.526233815,3
@DreamersOfReality,1,2,3,0.3333333333333333,balanced,-0.6718436,3
@canUfeelMYface,1,2,3,0.3333333333333333,balanced,-0.674178985,3
@camelopardalis84,1,2,3,0.3333333333333333,balanced,-0.3762027365,3
@EB_3D,1,2,3,0.3333333333333333,balanced,-0.37397256749999996,3
@buttonsangel3074,1,2,3,0.3333333333333333,balanced,-0.8040592775,3
@EaglePlaneAnchor,1,2,3,0.3333333333333333,balanced,-0.6124865500000001,3
@Educated2Extinction,1,2,3,0.3333333333333333,balanced,-0.7424003299999999,3
@boxsterbenz4059,2,1,3,0.6666666666666666,balanced,0.12656073599999998,3
@EqualsThreeable,1,2,3,0.3333333333333333,balanced,-0.52187056,3
@Eric-ye5yz,2,1,3,0.6666666666666666,balanced,0.3294235675,3
@EthelredHardrede-nz8yv,1,2,3,0.3333333333333333,balanced,-0.34753738850000004,3
@Evolved_Chicken,1,2,3,0.3333333333333333,balanced,-0.43224321499999996,3
@bobsonbobbybobson6888,1,2,3,0.3333333333333333,balanced,-0.61729384425,3
@blahblah2062,2,1,3,0.6666666666666666,balanced,-0.47450895,3
@FLANG3265,2,1,3,0.6666666666666666,balanced,-0.49641633674999996,3
@bksduskmirror1250,1,2,3,0.3333333333333333,balanced,-0.7422756,3
@bjarkiengelsson,2,1,3,0.6666666666666666,balanced,-0.7966461325,3
@biomutarist6832,2,1,3,0.6666666666666666,balanced,-0.7180033175,3
@Zhiinu,1,2,3,0.3333333333333333,balanced,0.615475115,3
@YourInvestmentAdvise,1,2,3,0.3333333333333333,balanced,-0.66198163,3
@chrisgunther109,1,2,3,0.3333333333333333,balanced,-0.505655565,3
@MichaelHarrisIreland,2,1,3,0.6666666666666666,balanced,-0.16218078500000002,3
@SeanHollingsworth,1,2,3,0.3333333333333333,balanced,0.6659838675,3
@Sean-ll5cm,1,2,3,0.3333333333333333,balanced,-0.6128565,3
@Sea-zu4bj,2,1,3,0.6666666666666666,balanced,-0.6531717825,3
@Scarletraven87,1,2,3,0.3333333333333333,balanced,-0.3076695735,3
@SaltyOldBaldurian,1,2,3,0.3333333333333333,balanced,-0.5152544025,3
@RussellFineArt,1,2,3,0.3333333333333333,balanced,0.013411070000000025,3
@Robynhoodlum,1,2,3,0.3333333333333333,balanced,0.274494175,3
@RobertCHoweSr,1,2,3,0.3333333333333333,balanced,-0.25985512499999996,3
@MeppyMan,2,1,3,0.6666666666666666,balanced,0.28807478357500005,3
@Raptor-su2mp,1,2,3,0.3333333333333333,balanced,0.43847582500000004,3
@RTmadnesstoo,1,2,3,0.3333333333333333,balanced,-0.098307088,3
@Michael0663-qo4wx,2,1,3,0.6666666666666666,balanced,-0.7843011575000001,3
@PershingOfficial,2,1,3,0.6666666666666666,balanced,0.03927222999999999,3
@PaulMann8666,2,1,3,0.6666666666666666,balanced,-0.847435885,3
@XiamenBill78,1,2,3,0.3333333333333333,balanced,0.1292819,3
@Panzerkampfagen885,1,2,3,0.3333333333333333,balanced,-0.646789265,3
@One-shh,2,1,3,0.6666666666666666,balanced,-0.052617661499999996,3
@ORagnar,1,2,3,0.3333333333333333,balanced,-0.56731597,3
@MichaelOrtega,1,2,3,0.3333333333333333,balanced,0.790017635,3
@NotAGoodUsername360,1,2,3,0.3333333333333333,balanced,-0.44915942375,3
@Norahknits,1,2,3,0.3333333333333333,balanced,0.04950878999999997,3
@MilwaukeeF40C,2,1,3,0.6666666666666666,balanced,-0.85993919,3
@NitroSmoke244,1,2,3,0.3333333333333333,balanced,-0.35759041999999996,3
@MossyMozart,1,2,3,0.3333333333333333,balanced,-0.346958465,3
@NightRunner417,1,2,3,0.3333333333333333,balanced,-0.6872780249999999,3
@N.Sniper,1,2,3,0.3333333333333333,balanced,-0.06901830500000003,3
@MrJohndl,2,1,3,0.6666666666666666,balanced,0.05937294999999998,3
@MrNicoJac,1,2,3,0.3333333333333333,balanced,0.137001568,3
@SimonFrack,1,2,3,0.3333333333333333,balanced,-0.176749029,3
@SiqueScarface,1,2,3,0.3333333333333333,balanced,-0.200566199,3
@Malibu1515,1,2,3,0.3333333333333333,balanced,-0.1245227725,3
@Longtack55,1,2,3,0.3333333333333333,balanced,-0.29689811499999996,3
@IIVVBlues,1,2,3,0.3333333333333333,balanced,-0.37514944625,3
@VillageGirl-1984,2,1,3,0.6666666666666666,balanced,-0.62582979325,3
@VCanisMajorisY,2,1,3,0.6666666666666666,balanced,-0.2737347075,3
@UnknownPascal-sc2nk,1,2,3,0.3333333333333333,balanced,-0.6298227574999999,3
@IygfZadc,2,1,3,0.6666666666666666,balanced,0.962700975,3
@Tubeytime,1,2,3,0.3333333333333333,balanced,-0.35960281,3
@JFB1111,1,2,3,0.3333333333333333,balanced,-0.4608686175,3
@TrashpandaLizz,1,2,3,0.3333333333333333,balanced,-0.9025446699999999,3
@Trailkraft,1,2,3,0.3333333333333333,balanced,0.23026415,3
@JRB22144,1,2,3,0.3333333333333333,balanced,-0.24081106500000002,3
@Jake12220,1,2,3,0.3333333333333333,balanced,-0.120020561,3
@TimothyWells-kw1jj,1,2,3,0.3333333333333333,balanced,0.454699285,3
@TimothyGasser,1,2,3,0.3333333333333333,balanced,-0.25193216,3
@The_introvert0001,1,2,3,0.3333333333333333,balanced,0.09083474999999999,3
@Jozeemoss,1,2,3,0.3333333333333333,balanced,-0.44197735000000005,3
@TheLittlered1961,1,2,3,0.3333333333333333,balanced,-0.32060066,3
@KlutchKargo,1,2,3,0.3333333333333333,balanced,-0.76146163,3
@TheDanEdwards,2,1,3,0.6666666666666666,balanced,-0.5726374425,3
@TheCompleteGuitarist,1,2,3,0.3333333333333333,balanced,0.029742040000000004,3
@TeddyRumble,1,2,3,0.3333333333333333,balanced,-0.73314872,3
@KowboyUSA,2,1,3,0.6666666666666666,balanced,-0.022770537499999993,3
@T1tusCr0w,2,1,3,0.6666666666666666,balanced,-0.3470163,3
@Kris-fd9xs,2,1,3,0.6666666666666666,balanced,-0.5223115899999999,3
@KyleTheDalek,1,2,3,0.3333333333333333,balanced,-0.7549691475,3
@Leehamism,1,2,3,0.3333333333333333,balanced,-0.408851725,3
@SpeedyCorky,1,2,3,0.3333333333333333,balanced,-0.41631828249999997,3
@Loki-rascal,2,1,3,0.6666666666666666,balanced,-0.38247965525,3
@cherryfresh6150,1,2,3,0.3333333333333333,balanced,-0.3296251425,3
@blackbird5634,1,2,3,0.3333333333333333,balanced,-0.12294665000000002,3
@MrRandythibeault,1,2,3,0.3333333333333333,balanced,-0.296257275,3
@BrokeredHeart,1,2,3,0.3333333333333333,balanced,-0.6665849349999999,3
@AWildBard,1,2,3,0.3333333333333333,balanced,0.29405685800000003,3
@Bob-of-Zoid,2,1,3,0.6666666666666666,balanced,-0.010553850000000004,3
@e.a.p3174,1,2,3,0.3333333333333333,balanced,0.36639992,3
@garimasharma4812,1,2,3,0.3333333333333333,balanced,-0.5218040349999999,3
@doughaug,1,2,3,0.3333333333333333,balanced,0.054908605,3
@ANO-.-NYM,1,2,3,0.3333333333333333,balanced,-0.58409278,3
@diatonicdelirium1743,2,1,3,0.6666666666666666,balanced,-0.6146966285,3
@garydaniels2533,1,2,3,0.3333333333333333,balanced,0.16655354500000003,3
@ACAB-GAYCRAB,1,2,3,0.3333333333333333,balanced,-0.50250802,3
@CT-vm4gf,2,1,3,0.6666666666666666,balanced,-0.465797675,3
@davidtuer5825,2,1,3,0.6666666666666666,balanced,-0.5468041525,3
@Campaigner82,2,1,3,0.6666666666666666,balanced,0.284823195,3
@denisegaylord382,2,1,3,0.6666666666666666,balanced,-0.428937345,3
@Apistevist,1,2,3,0.3333333333333333,balanced,-0.398810336,3
@dedetudor.,1,2,3,0.3333333333333333,balanced,-0.41927834225000005,3
@geedubb-q1u,1,2,3,0.3333333333333333,balanced,-0.194505226,3
@deadreckoning6288,1,2,3,0.3333333333333333,balanced,-0.265449722,3
@CitiesForTheFuture2030,2,1,3,0.6666666666666666,balanced,-0.189356955,3
@geoffreyah,1,2,3,0.3333333333333333,balanced,-0.021400970000000005,3
@Colonel__Ingus69,2,1,3,0.6666666666666666,balanced,-0.3734762025,3
@eatenbytheweasel8366,1,2,3,0.3333333333333333,balanced,-0.6226578,3
@ecocentrichomestead6783,1,2,3,0.3333333333333333,balanced,-0.7000408499999999,3
@edanderson8274,1,2,3,0.3333333333333333,balanced,0.35043188999999997,3
@eddiegolf,1,2,3,0.3333333333333333,balanced,-0.67303063,3
@AvanaVana,1,2,3,0.3333333333333333,balanced,-0.5171596775,3
@BANANASandDUCTTAPE,1,2,3,0.3333333333333333,balanced,-0.454624797,3
@BROWNDIRTWARRIOR,2,1,3,0.6666666666666666,balanced,-0.52725515,3
@fal_pal_,1,2,3,0.3333333333333333,balanced,0.30590654650000004,3
@AhammedAli-h8j,1,2,3,0.3333333333333333,balanced,0.9599795250000001,3
@fabianmckenna8197,1,2,3,0.3333333333333333,balanced,0.21902555500000004,3
@AdrianCuyubambaDiaz,1,2,3,0.3333333333333333,balanced,-0.42850733500000004,3
@franimal86,2,1,3,0.6666666666666666,balanced,-0.332438849,3
@ethanshelbyskateboarding9980,2,1,3,0.6666666666666666,balanced,-0.08478526249999999,3
@frankgrima,1,2,3,0.3333333333333333,balanced,-0.8065467075,3
@Aanthanur,2,1,3,0.6666666666666666,balanced,-0.18335198,3
@ernestimken6969,1,2,3,0.3333333333333333,balanced,0.31135565635,3
@emryborge7027,1,2,3,0.3333333333333333,balanced,-0.541983,3
@emptyshirt,1,2,3,0.3333333333333333,balanced,0.123039165,3
@BandAid350z,2,1,3,0.6666666666666666,balanced,-0.5647741775,3
@BenGrem917,2,1,3,0.6666666666666666,balanced,-0.6405007825,3
@galaxya6406,1,2,3,0.3333333333333333,balanced,-0.47632740700000004,3
@edwardcarberry1095,1,2,3,0.3333333333333333,balanced,-0.425500415,3
@BladeValant546,2,1,3,0.6666666666666666,balanced,-0.4477088625,3
@davidwood2387,1,2,3,0.3333333333333333,balanced,0.52497506,3
@deltalord6969,1,2,3,0.3333333333333333,balanced,0.10418449999999996,3
@2kmichaeljordan438,2,1,3,0.6666666666666666,balanced,-0.776810535,3
@01bhanaramfarmer2,1,2,3,0.3333333333333333,balanced,0.972589435,3
@65FullMoon83,1,2,3,0.3333333333333333,balanced,-0.141556245,3
@4TIMESAYEAR,2,1,3,0.6666666666666666,balanced,0.126194105,3
@dalecrocker3213,2,1,3,0.6666666666666666,balanced,0.05917451950000001,3
@goldenhate6649,1,2,3,0.3333333333333333,balanced,-0.188869845,3
@gordowg1wg145,1,2,3,0.3333333333333333,balanced,-0.007751374999999998,3
@crazyasitis1940,1,2,3,0.3333333333333333,balanced,-0.6588709525,3
@cratecruncher4974,1,2,3,0.3333333333333333,balanced,-0.7554010449999999,3
@David-di5bo,2,1,3,0.6666666666666666,balanced,-0.12834426550000003,3
@cpufreak101,1,2,3,0.3333333333333333,balanced,0.22110332500000002,3
@gpettipas,2,1,3,0.6666666666666666,balanced,-0.091233855,3
@greatbriton8425,1,2,3,0.3333333333333333,balanced,-0.44216104,3
@ginatitnaw7786,2,1,3,0.6666666666666666,balanced,-0.36261088545000003,3
@costrio,1,2,3,0.3333333333333333,balanced,0.06747468875,3
@gregmoore167,1,2,3,0.3333333333333333,balanced,0.0014493999999999896,3
@conrmckocoa9352,1,2,3,0.3333333333333333,balanced,-0.055827810000000005,3
@greywinters4801,1,2,3,0.3333333333333333,balanced,-0.451580401,3
@climatebell,1,2,3,0.3333333333333333,balanced,0.5103779175000001,3
@DeadCat-42,1,2,3,0.3333333333333333,balanced,-0.289659355,3
@-_James_-,1,2,3,0.3333333333333333,balanced,-0.29350530334999997,3
@guesswho22peekaboo,1,2,3,0.3333333333333333,balanced,-0.3529195475,3
@chrisruss9861,1,2,3,0.3333333333333333,balanced,-0.2115498775,3
@DennisMoore664,2,1,3,0.6666666666666666,balanced,0.32024297,3
@giorgialadashvili4771,1,2,3,0.3333333333333333,balanced,-0.64169458,3
@fireballxl5768,1,2,3,0.3333333333333333,balanced,-0.4365653625,3
@DanteGabriel-lx9bq,1,2,3,0.3333333333333333,balanced,-0.504489445,3
@D_Coronata,1,2,3,0.3333333333333333,balanced,-0.6849075099999999,3
@ggvbayareaoakland5914,1,2,3,0.3333333333333333,balanced,-0.380111115,3
@CrystalAbrahams,1,2,3,0.3333333333333333,balanced,-0.3089790925,3
@georgedavidson1221,1,2,3,0.3333333333333333,balanced,0.19062836,3
@retiefgregorovich810,1,1,2,0.5,balanced,-0.58071292,2
@MaximusWild,1,1,2,0.5,balanced,-0.40792257,2
@ryanatkinson2978,1,1,2,0.5,balanced,-0.7271064650000001,2
@8thRRFS,1,1,2,0.5,balanced,-0.1119594495,2
@sabotabby3372,1,1,2,0.5,balanced,0.7485850199999999,2
@wisdon,1,1,2,0.5,balanced,-0.229351032,2
@sarahpengelly8439,1,1,2,0.5,balanced,0.48563358624999997,2
@reverendfry,1,1,2,0.5,balanced,-0.31516921000000003,2
@yancgc5098,1,1,2,0.5,balanced,-0.47440445,2
@ridethecurve55,1,1,2,0.5,balanced,-0.312697495,2
@richardpeychers4076,1,1,2,0.5,balanced,-0.09539352200000001,2
@AZrakoon,1,1,2,0.5,balanced,-0.41002524,2
@Alice-si8uz,1,1,2,0.5,balanced,-0.33866748849999995,2
@KlausJLinke,1,1,2,0.5,balanced,0.22214862500000002,2
@KarlSnarks,1,1,2,0.5,balanced,-0.49678496000000005,2
@JugglinJellyTake01,1,1,2,0.5,balanced,-0.23489937,2
@AndrewMair,1,1,2,0.5,balanced,-0.44608645999999996,2
@MrPaytonw34,1,1,2,0.5,balanced,-0.53823548,2
@77dris,1,1,2,0.5,balanced,0.8506033500000001,2
@xqt39a,1,1,2,0.5,balanced,-0.572799285,2
@Joker-no1uh,1,1,2,0.5,balanced,-0.741478835,2
@JohnSmith-fl6qd,1,1,2,0.5,balanced,-0.6603769749999999,2
@AnkitYadav-ll6pt,1,1,2,0.5,balanced,0.983761815,2
@777Outrigger,1,1,2,0.5,balanced,0.40371923000000004,2
@Martinstoffregen,1,1,2,0.5,balanced,-0.26163960999999997,2
@Mastikator,1,1,2,0.5,balanced,-0.210091995,2
@robertbox7666,1,1,2,0.5,balanced,-0.34100838,2
@9340cody,1,1,2,0.5,balanced,0.582403125,2
@M.A.Tremblay,1,1,2,0.5,balanced,-0.59360069,2
@yourstruely9896,1,1,2,0.5,balanced,-0.3334823461,2
@rickkwitkoski1976,1,1,2,0.5,balanced,-0.7229950700000001,2
@woocheongan1437,1,1,2,0.5,balanced,0.423961878,2
@LetzBeaFranque,1,1,2,0.5,balanced,0.21241899,2
@LetsProblemSolve,1,1,2,0.5,balanced,-0.34479629,2
@MarSchlosser,1,1,2,0.5,balanced,-0.336829125,2
@richarddrum9970,1,1,2,0.5,balanced,-0.281336555,2
@rolandgo6744,1,1,2,0.5,balanced,-0.5897627999999999,2
@roberttuss5349,1,1,2,0.5,balanced,-0.567663825,2
@rossbuchanan3016,1,1,2,0.5,balanced,0.766195315,2
@robinhood5627,1,1,2,0.5,balanced,0.10679218,2
@rosyrussell5209,1,1,2,0.5,balanced,0.04484112000000001,2
@roydaboii9925,1,1,2,0.5,balanced,-0.066822365,2
@yourmommashouse,1,1,2,0.5,balanced,-0.7564043,2
@Marcello1b,1,1,2,0.5,balanced,-0.50417775,2
@2NDFLB,1,1,2,0.5,balanced,-0.10671457000000001,2
@LarsLarsen77,1,1,2,0.5,balanced,-0.009892664999999967,2
@rrkunath,1,1,2,0.5,balanced,-0.7284631500000001,2
@มะสุกรีกูนิง-ศ8ฟ,1,1,2,0.5,balanced,0.96738317,2
@Marqan,1,1,2,0.5,balanced,-0.2087073235,2
@Mars0984,1,1,2,0.5,balanced,-0.73366248,2
@7071SydcHome,1,1,2,0.5,balanced,0.122772145,2
@MenkoDany,1,1,2,0.5,balanced,-0.2061256965,2
@Deraek,1,1,2,0.5,balanced,0.179222505,2
@selonious341,1,1,2,0.5,balanced,-0.79639875,2
@EngineeringDork,1,1,2,0.5,balanced,-0.7896929500000001,2
@timfremstad3434,1,1,2,0.5,balanced,-0.398249020515,2
@timhicks2154,1,1,2,0.5,balanced,-0.097171755,2
@tardigrades3184,1,1,2,0.5,balanced,-0.17036096450000002,2
@syfyrytr1652,1,1,2,0.5,balanced,0.14659090000000002,2
@EveryoneWhoUsesThisTV,1,1,2,0.5,balanced,-0.5064350950000001,2
@tomnelson2080,1,1,2,0.5,balanced,-0.6660423200000001,2
@EydgdjjEygejeg,1,1,2,0.5,balanced,0.960846875,2
@MrTimy06,1,1,2,0.5,balanced,0.31010464,2
@suspendedTeacher,1,1,2,0.5,balanced,-0.182119897,2
@toughenupfluffy7294,1,1,2,0.5,balanced,-0.629741475,2
@CrusaderSports250,1,1,2,0.5,balanced,-0.262269035,2
@FactsMatterRoman,1,1,2,0.5,balanced,0.454274474,2
@Feral-j8l,1,1,2,0.5,balanced,-0.0747489895,2
@Cloudscryactualtears,1,1,2,0.5,balanced,0.27526797999999997,2
@GOSOPRO,1,1,2,0.5,balanced,0.09563445000000004,2
@Chris.Davies,1,1,2,0.5,balanced,0.58726484,2
@Gabriele-wolfsong,1,1,2,0.5,balanced,0.60965399,2
@tedclapham4833,1,1,2,0.5,balanced,-0.50114678,2
@Dark__Thoughts,1,1,2,0.5,balanced,-0.422970885,2
@Charlesincharge42,1,1,2,0.5,balanced,0.21812915499999996,2
@tediousmaximus1067,1,1,2,0.5,balanced,-0.65503875,2
@therealthreadkilla,1,1,2,0.5,balanced,-0.42103599999999997,2
@Dm-dk9zp,1,1,2,0.5,balanced,-0.49570085,2
@theodavies8754,1,1,2,0.5,balanced,-0.06389634,2
@DeltaElites,1,1,2,0.5,balanced,-0.057067319000000005,2
@Davidsavage8008,1,1,2,0.5,balanced,-0.45899109000000005,2
@thegoat-ishere4414,1,1,2,0.5,balanced,-0.08779927500000001,2
@DavidSiegelVision,1,1,2,0.5,balanced,-0.62845568,2
@Doc_Holiday,1,1,2,0.5,balanced,0.14541106,2
@thedivide9559,1,1,2,0.5,balanced,-0.68132525,2
@DoubleDogDare54,1,1,2,0.5,balanced,-0.32575926,2
@DreamstateOne,1,1,2,0.5,balanced,-0.7434593,2
@thulyblu5486,1,1,2,0.5,balanced,0.41341368,2
@thumbs4fingers,1,1,2,0.5,balanced,0.3363256,2
@DarkmanRides,1,1,2,0.5,balanced,-0.2766651,2
@EdmacZ,1,1,2,0.5,balanced,-0.6307021,2
@tenzinnordron9836,1,1,2,0.5,balanced,0.3320360495,2
@Elrond_Hubbard_1,1,1,2,0.5,balanced,-0.422911705,2
@GayestWinston,1,1,2,0.5,balanced,0.640203505,2
@stevetaylor8298,1,1,2,0.5,balanced,-0.58117095,2
@JoeBlowUK,1,1,2,0.5,balanced,-0.06990168000000002,2
@BlazinRiver1,1,1,2,0.5,balanced,0.42953254799999996,2
@socratesDude,1,1,2,0.5,balanced,-0.8663570700000001,2
@smythe7480,1,1,2,0.5,balanced,-0.268846015,2
@Direblade11,1,1,2,0.5,balanced,-0.46462238,2
@slayerofthebuzz1,1,1,2,0.5,balanced,-0.518032905,2
@Idealist_Metaphor,1,1,2,0.5,balanced,-0.46249513,2
@Incomudro1963,1,1,2,0.5,balanced,0.37815153,2
@BabliMishra-z7t,1,1,2,0.5,balanced,0.9661976999999999,2
@wandameadows5736,1,1,2,0.5,balanced,-0.61164733,2
@IowaKim,1,1,2,0.5,balanced,0.5045010015,2
@J.5.M.,1,1,2,0.5,balanced,0.91641995,2
@JAG8691,1,1,2,0.5,balanced,0.2702949,2
@wanton1234,1,1,2,0.5,balanced,-0.757626525,2
@shipwreck9146,1,1,2,0.5,balanced,-0.290570685,2
@JPryhs,1,1,2,0.5,balanced,-0.03769506500000003,2
@shawnpatrick4703,1,1,2,0.5,balanced,-0.0036009500000000055,2
@Appleblade,1,1,2,0.5,balanced,0.0780206,2
@JasonSpann-nk1nk,1,1,2,0.5,balanced,-0.46072886999999996,2
@BigGuy8059,1,1,2,0.5,balanced,-0.3569175625,2
@somethingelse9228,1,1,2,0.5,balanced,-0.408122705,2
@stevep5408,1,1,2,0.5,balanced,0.006134675000000006,2
@soscilogical1904,1,1,2,0.5,balanced,-0.52469075,2
@truthseeker1702,1,1,2,0.5,balanced,0.9688083,2
@CaowmsuehNaowmsus,1,1,2,0.5,balanced,0.97102667,2
@stevendoty9408,1,1,2,0.5,balanced,-0.7719379749999999,2
@C.Fecteau-AU-MJ13,1,1,2,0.5,balanced,-0.331578435,2
@GraveUypo,1,1,2,0.5,balanced,-0.13552254999999996,2
@GreyDeathVaccine,1,1,2,0.5,balanced,-0.199271025,2
@Grillenheimer,1,1,2,0.5,balanced,0.016029449999999997,2
@stebarg,1,1,2,0.5,balanced,-0.259074015,2
@HIFLY01,1,1,2,0.5,balanced,-0.162858395,2
@stansman5461,1,1,2,0.5,balanced,-0.35008997000000003,2
@ssuwandi3240,1,1,2,0.5,balanced,-0.7813867800000001,2
@Britishshooter,1,1,2,0.5,balanced,0.1641521175,2
@Bristecom,1,1,2,0.5,balanced,-0.5659340500000001,2
@HeliaDasneves,1,1,2,0.5,balanced,0.498308463,2
@vanessac1965,1,1,2,0.5,balanced,-0.68240575,2
@vask92,1,1,2,0.5,balanced,-0.89297928,2
@vectoreyes,1,1,2,0.5,balanced,-0.58432937,2
@smallstudiodesign,1,1,2,0.5,balanced,-0.606752965,2
@guy-sl3kr,1,1,2,0.5,balanced,-0.028850680000000017,2
@rebeccaainslie4637,1,1,2,0.5,balanced,-0.8348170500000001,2
@kated3165,1,1,2,0.5,balanced,-0.8307734,2
@chrisdoe6890,1,1,2,0.5,balanced,-0.60220735,2
@chrish5791,1,1,2,0.5,balanced,-0.26624845,2
@citizenschallengeYT,1,1,2,0.5,balanced,0.6746550149999999,2
@cliffcraig5594,1,1,2,0.5,balanced,0.62483566,2
@clintsanderson6019,1,1,2,0.5,balanced,0.8323478,2
@copiedoffme,1,1,2,0.5,balanced,0.9670099000000001,2
@josephmclennan1229,1,1,2,0.5,balanced,-0.22180151,2
@josephbelisle5792,1,1,2,0.5,balanced,-0.572882415,2
@johnwright6706,1,1,2,0.5,balanced,-0.018019755,2
@daebak7370,1,1,2,0.5,balanced,0.306627013,2
@johnpetrakis379,1,1,2,0.5,balanced,-0.686630775,2
@danielareid1200,1,1,2,0.5,balanced,0.6144053,2
@danielhutchinson6604,1,1,2,0.5,balanced,0.03106262500000001,2
@johngrajczyk2255,1,1,2,0.5,balanced,0.9710371,2
@dannyboywhaa3146,1,1,2,0.5,balanced,0.34679055999999997,2
@johngalt97,1,1,2,0.5,balanced,-0.587644515,2
@danstephensen9032,1,1,2,0.5,balanced,0.21345742499999998,2
@davefield8100,1,1,2,0.5,balanced,0.388957635,2
@johndelong5574,1,1,2,0.5,balanced,-0.43972646,2
@johncahill3644,1,1,2,0.5,balanced,-0.44381376499999997,2
@johnbraunschweig,1,1,2,0.5,balanced,-0.009898169999999984,2
@davitdavid7165,1,1,2,0.5,balanced,-0.18680650000000001,2
@johannesswillery7855,1,1,2,0.5,balanced,-0.08470496799999999,2
@chrisbraid2907,1,1,2,0.5,balanced,-0.20765495,2
@charltonblake9967,1,1,2,0.5,balanced,-0.39788192,2
@deenfurgsz6806,1,1,2,0.5,balanced,-0.29477959000000004,2
@charlesaanonson3954,1,1,2,0.5,balanced,-0.21495587500000002,2
@leftcoaster67,1,1,2,0.5,balanced,0.050728474999999995,2
@bogbel1,1,1,2,0.5,balanced,0.19123257,2
@boggless2771,1,1,2,0.5,balanced,0.266936335,2
@latehakala5407,1,1,2,0.5,balanced,-0.02591091500000002,2
@larspetry4640,1,1,2,0.5,balanced,0.025225584999999995,2
@bongoib,1,1,2,0.5,balanced,0.08940007,2
@bosh6604,1,1,2,0.5,balanced,0.393248945,2
@bradzimmerman3171,1,1,2,0.5,balanced,-0.6527740049999999,2
@kosatochca,1,1,2,0.5,balanced,-0.8112009,2
@kofi3124,1,1,2,0.5,balanced,-0.824758885,2
@braxtondamico3599,1,1,2,0.5,balanced,-0.64989811,2
@briansprock2248,1,1,2,0.5,balanced,0.08137949000000001,2
@btcmoneydude,1,1,2,0.5,balanced,-0.62936688,2
@kiwitrainguy,1,1,2,0.5,balanced,0.129694082,2
@capitalallocator,1,1,2,0.5,balanced,0.13791461,2
@captainjack5529,1,1,2,0.5,balanced,-0.24086084000000002,2
@khoih2623,1,1,2,0.5,balanced,0.976324855,2
@carl_in_denial,1,1,2,0.5,balanced,-0.34444305999999997,2
@kevinburke8608,1,1,2,0.5,balanced,-0.3682176125,2
@carlodave9,1,1,2,0.5,balanced,-0.8662213999999999,2
@cerealkiller4248,1,1,2,0.5,balanced,-0.5833299249999999,2
@kendrajohnson6535,1,1,2,0.5,balanced,0.951352635,2
@kbkesq,1,1,2,0.5,balanced,0.765387865,2
@deal2live,1,1,2,0.5,balanced,-0.21575387499999998,2
@dennislaughton1676,1,1,2,0.5,balanced,-0.428753352,2
@reahs4815,1,1,2,0.5,balanced,-0.294994595,2
@jameseldridge3445,1,1,2,0.5,balanced,0.17307195,2
@jamesblair9614,1,1,2,0.5,balanced,-0.06436955,2
@jackmewhalle6937,1,1,2,0.5,balanced,-0.45875889,2
@gabor6259,1,1,2,0.5,balanced,0.32913892499999997,2
@garethjudd5840,1,1,2,0.5,balanced,-0.4892705,2
@garreysellars5525,1,1,2,0.5,balanced,0.17620204,2
@iworkout6912,1,1,2,0.5,balanced,-0.236943685,2
@intreoo,1,1,2,0.5,balanced,-0.76520553,2
@gdemorest7942,1,1,2,0.5,balanced,-0.48124669999999997,2
@geob8172,1,1,2,0.5,balanced,-0.19371523499999999,2
@ians.339,1,1,2,0.5,balanced,-0.31134148500000003,2
@geoffreywilliams9324,1,1,2,0.5,balanced,0.7515467499999999,2
@georgelet4132,1,1,2,0.5,balanced,0.08408339999999997,2
@hummarstraful,1,1,2,0.5,balanced,0.16728714,2
@hugohabicht9957,1,1,2,0.5,balanced,0.19189158499999998,2
@georgemallory797,1,1,2,0.5,balanced,0.14395819999999998,2
@history6988,1,1,2,0.5,balanced,-0.21622042,2
@giorgiocooper9023,1,1,2,0.5,balanced,0.13928332,2
@goclimbsomething,1,1,2,0.5,balanced,-0.44636741,2
@henrykid1393,1,1,2,0.5,balanced,-0.44120282375000003,2
@hellavadeal,1,1,2,0.5,balanced,-0.1509344175,2
@gordtron,1,1,2,0.5,balanced,-0.8986612549999999,2
@grahamhodge8313,1,1,2,0.5,balanced,0.18972518,2
@halholland1637,1,1,2,0.5,balanced,-0.70765085,2
@fractalnomics,1,1,2,0.5,balanced,-0.18052427499999998,2
@fisharepeopletoo9653,1,1,2,0.5,balanced,-0.009789734999999994,2
@depwise1154,1,1,2,0.5,balanced,-0.248382895,2
@firebush1343,1,1,2,0.5,balanced,-0.431675385,2
@jitteryjet7525,1,1,2,0.5,balanced,-0.1119078,2
@der_flabber_gast,1,1,2,0.5,balanced,-0.622685215,2
@deremjool8043,1,1,2,0.5,balanced,0.64230698,2
@donovanjones4175,1,1,2,0.5,balanced,-0.344885655,2
@drjojo5551,1,1,2,0.5,balanced,-0.83230934,2
@earthling_parth,1,1,2,0.5,balanced,0.10336706499999998,2
@jfhoward8264,1,1,2,0.5,balanced,-0.3220166,2
@eclipsenow5431,1,1,2,0.5,balanced,0.91307057,2
@jenwendy7,1,1,2,0.5,balanced,-0.936416535,2
@edg8535,1,1,2,0.5,balanced,-0.39787982,2
@jeanbrown8295,1,1,2,0.5,balanced,0.3327472025,2
